,Codigo_Aviso,Comuna,Link,Tipo_Vivienda,N_Habitaciones,N_Baños,N_Estacionamientos,Amoblado,Total_Superficie_M2,Superficie_Construida_M2,anoConstruccion,Valor_UF,Valor_CLP,Dirección,tipoPublicacion,Quién_Vende,Corredor,fechaPublicacion
76,5907606,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/puente-alto-region-metropolitana/5907606,Casa,4.0,1.0,2.0,No,150.0,90.0,,2646.5,84000000.0,"Puente Alto, Puente Alto, Región Metropolitana",Venta Usada,                      Jorge Rodriguez L.M.                  ,Difusion Propiedades,02/04/2022
77,6715597,San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/a-10-minutos-del-mall-plaza-sur/6715597,Casa,3.0,2.0,2.0,No,178.0,98.0,,4810.0,152669400.0,"San Bernardo, A 10 minutos del Mall Plaza Sur",Venta Usada,                      Portal Clave                  ,Unne,31/03/2022
78,6719449,La Reina,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/amplia-casa-en-venta-gran-potencial/6719449,Casa,4.0,4.0,3.0,No,396.0,176.0,,12890.0,409128600.0,"La Reina, Amplia casa en venta, gran potencial.",Venta Usada,                      Asset  Advisors                  ,Mi Llave,01/04/2022
79,5825990,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/santiago-region-metropolitana/5825990,Casa,2.0,1.0,,No,37.0,37.0,,2800.0,88872000.0,"Santiago, Santiago, Región Metropolitana",Venta Usada,                      Agente Propiedades                  ,Agente Propiedades,31/03/2022
80,4911290,La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/av-la-floridasan-jose-de-la-estrellacementerio-parque-el-prado/4911290,Casa,4.0,2.0,,No,123.0,100.0,,3780.72,120000000.0,"La Florida, Av. La florida/san josé de la estrella/cementerio parque el prado",Venta Usada,                      Jaime Moris Propiedades (Providencia)                  ,Jaime Moris Propiedades (Providencia),02/04/2022
81,5811333,Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/mira-esto-rosita-renard/5811333,Casa,3.0,2.0,2.0,,132.0,87.0,,7876.5,250000000.0,"Ñuñoa, ¡Mira esto!  Rosita Renard.",Venta Usada,                      Verónica Contreras Arévalo - Bernardita Contreras Arévalo                  ,Punto Exacto Corredora de Propiedades Ltda.,01/03/2022
82,2672835,Conchalí,https://chilepropiedades.cl/ver-publicacion/venta-usada/conchali/casa/casa-esquina-en-avenida-180-m2-4-dormitorios-2-banos/2672835,Casa,4.0,2.0,1.0,No,180.0,134.95,,4253.31,135000000.0,"Conchalí, Casa esquina en Avenida / 180 m2 / 4 dormitorios / 2 baños",Venta Usada,                      Vip Gestión inmobiliaria                  ,Vip Gestion Inmobiliaria,02/04/2022
83,5973194,San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/san-miguel-region-metropolitana/5973194,Casa,3.0,1.0,2.0,No,660.0,112.0,,20163.83,640000000.0,"San Miguel, San Miguel, Región Metropolitana",Venta Usada,                      Francisco Duque                  ,Todo Propiedades,03/04/2022
84,6415539,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/ciudad-del-nino/6415539,Casa,3.0,1.0,3.0,,130.0,500.0,,9150.0,290421000.0,"Santiago, Ciudad del Niño",Venta Usada,                      Rossana                  ,rspropiedades.com,02/04/2022
85,6265360,Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/casa-habitacional-con-patente-oficina/6265360,Casa,7.0,5.0,3.0,No,286.0,249.0,,10500.0,333270000.0,"Ñuñoa, casa habitacional con patente oficina",Venta Usada,                      Jana Manakova                  ,Unne,02/04/2022
86,6256754,Vitacura,https://chilepropiedades.cl/ver-publicacion/venta-usada/vitacura/casa/santa-maria-de-manquehueparque-antonio-rabat/6256754,Casa,4.0,4.0,,No,1002.0,355.0,,33500.0,1063290000.0,"Vitacura, Santa María de Manquehue/Parque Antonio Rabat",Venta Usada,                      Francisco Vial Propiedades                  ,Francisco Vial Propiedades,31/03/2022
87,6607821,La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/avenida-fernandez-albano/6607821,Casa,3.0,1.0,2.0,,143.5,71.33,,4095.78,130000000.0,"La Cisterna, Avenida Fernandez Albano",Venta Usada,                      fabian M.                  ,fabian,01/03/2022
88,6797559,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/los-castanos/6797559,Casa,4.0,3.0,2.0,,220.0,92.0,,6931.32,220000000.0,"Santiago, Los Castaños",Venta Usada,                      Patricia Navarro                  ,Enfoque Propiedades,01/04/2022
89,5484965,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/las-vizcachas-monte-andino/5484965,Casa,4.0,3.0,,No,253.0,160.0,,7990.0,253602600.0,"Puente Alto, Las vizcachas, monte andino",Venta Usada,                      Zan Rajevic                  ,Nativo Propiedades,02/04/2022
90,6518105,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/puente-alto-region-metropolitana/6518105,Casa,3.0,1.0,1.0,No,75.0,53.0,,3119.09,99000000.0,"Puente Alto, Puente Alto, Región Metropolitana",Venta Usada,                      Johanna Montenegro Leal                  ,JML Gestión Inmobiliaria,31/03/2022
91,6028173,Peñaflor,https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/psje-las-taguas-con-21-de-mayo/6028173,Casa,3.0,2.0,2.0,No,100.0,72.0,,2205.42,70000000.0,"Peñaflor, Psje Las Taguas con 21 de Mayo",Venta Usada,                      Grial Propiedades y Serv.                  ,Unne,03/04/2022
92,6828968,Buin,https://chilepropiedades.cl/ver-publicacion/venta-usada/buin/casa/detective-vicente-bourguett-chaverini/6828968,Casa,3.0,2.0,1.0,,156.0,82.0,2015.0,4100.0,130134000.0,"Buin, Detective Vicente Bourguett Chaverini",Venta Usada,                      Alejandro Navarro                  ,Ambiento Propiedades,01/04/2022
93,6398346,La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/los-tulipanes-las-magnolias/6398346,Casa,4.0,2.0,4.0,No,485.0,123.0,,9900.0,314226000.0,"La Florida, Los Tulipanes / Las Magnolias",Venta Usada,                      Constance Durandeau                  ,Sucursal El Bosque Sur,02/04/2022
94,6599873,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/las-condes-region-metropolitana/6599873,Casa,5.0,5.0,4.0,No,504.0,246.0,,29615.63,940000000.0,"Las Condes, Las Condes, Región Metropolitana",Venta Usada,                      IGNACIO GANDARILLAS                  ,MIG PROPIEDADES,31/03/2022
95,6515754,Colina,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/estancia-liray-colina/6515754,Casa,3.0,3.0,3.0,,210.0,140.0,2011.0,5750.0,182505000.0,"Colina, Estancia Liray, Colina",Venta Usada,                      allisson aliaga                  ,,01/03/2022
96,5896803,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/cuarto-centenario/5896803,Casa,5.0,4.0,,No,585.0,280.0,,34000.0,1079160000.0,"Las Condes, Cuarto Centenario",Venta Usada,                      Cata Brochet Propiedades                  ,Cata Brochet Propiedades,01/04/2022
97,6426499,La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/yc-56608-gral-freireyc-56608-fernando-rioja/6426499,Casa,6.0,3.0,2.0,No,200.0,84.0,,9451.8,300000000.0,"La Cisterna, (YC 56608) Gral Freire/(YC 56608) Fernando Rioja",Venta Usada,                      Propiedades Centro Santiago SPA                  ,Propiedades Centro Santiago SPA,02/04/2022
98,6071840,La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/de-los-barbechos-9071/6071840,Casa,5.0,5.0,3.0,,192.0,248.0,,8199.0,260236260.0,"La Florida, De Los Barbechos 9071",Venta Usada,                      Francisco Jara                  ,Profesionales Inmobiliarios,31/03/2022
99,6361260,Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/las-lomas-de-la-dehesa/6361260,Casa,4.0,5.0,,No,1003.0,357.0,,31800.0,1009332000.0,"Lo Barnechea, Las lomas de la dehesa",Venta Usada,                      Cata Brochet Propiedades                  ,Cata Brochet Propiedades,03/04/2022
100,6797785,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/av-san-carlos/6797785,Casa,5.0,3.0,2.0,,140.0,114.0,,5356.02,170000000.0,"Santiago, Av. San carlos",Venta Usada,                      Patricia Navarro                  ,Enfoque Propiedades,01/04/2022
101,6285221,El Bosque,https://chilepropiedades.cl/ver-publicacion/venta-usada/el-bosque/casa/francisco-de-camargo-esquina-lo-blanco/6285221,Casa,2.0,1.0,,No,91.0,45.0,,2583.49,82000000.0,"El Bosque, Francisco de Camargo esquina Lo Blanco",Venta Usada,                      Castro Propiedades                  ,Unne,02/04/2022
102,6519248,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/las-condes-region-metropolitana/6519248,Casa,3.0,3.0,1.0,No,204.0,126.0,,16800.0,533232000.0,"Las Condes, Las Condes, Región Metropolitana",Venta Usada,                      Agente Propiedades                  ,Agente Propiedades,31/03/2022
103,6594454,Maipú,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/avenida-el-rosal/6594454,Casa,4.0,3.0,1.0,,134.0,110.0,,5828.61,185000000.0,"Maipú, Avenida El Rosal",Venta Usada,                      fabian M.                  ,fabian,28/02/2022
104,4702081,La Reina,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/alvaro-casanova-talinay/4702081,Casa,5.0,4.0,2.0,No,500.0,200.0,,17840.0,566241600.0,"La Reina, Álvaro Casanova // Talinay",Venta Usada,                      Eduardo Guzmán                  ,Unne,01/04/2022
105,6834560,El Bosque,https://chilepropiedades.cl/ver-publicacion/venta-usada/el-bosque/casa/av-lo-martinez-960/6834560,Casa,5.0,1.0,1.0,,149.0,36.0,1990.0,3087.59,98000000.0,"El Bosque, Av. Lo Martínez 960",Venta Usada,                      Evelyn Rios Vergara                  ,,02/04/2022
106,4573014,Macul,https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/americo-vespuciosan-vicente-de-paul/4573014,Casa,2.0,1.0,1.0,No,176.0,38.0,,2804.03,89000000.0,"Macul, Americo Vespucio/San Vicente de Paul",Venta Usada,                      Jorge Pablo Caro Propiedades                  ,Jorge Pablo Caro Propiedades,31/03/2022
107,6626102,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/puente-alto-region-metropolitana/6626102,Casa,2.0,1.0,2.0,No,0.0,0.0,,2362.95,75000000.0,"Puente Alto, Puente Alto, Región Metropolitana",Venta Usada,                      Edith Jimenez                  ,Jimenez Propiedades,03/04/2022
108,6790090,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/pukara-de-lasana/6790090,Casa,3.0,3.0,2.0,,141.0,87.0,,4410.84,140000000.0,"Santiago, Pukara de Lasana",Venta Usada,                      Patricia Navarro                  ,Enfoque Propiedades,01/04/2022
109,6725201,La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/santa-martatrinidad-oriente/6725201,Casa,4.0,3.0,,No,121.0,105.0,,5198.49,165000000.0,"La Florida, Santa marta/trinidad oriente",Venta Usada,                      Aulén 2                  ,Unne,02/04/2022
110,5896871,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/casa-en-alejandro-fleming/5896871,Casa,2.0,1.0,,No,312.0,49.0,,6700.0,212658000.0,"Las Condes, Casa en Alejandro Fleming",Venta Usada,                      María Fernanda                  ,Invierte Propiedades,31/03/2022
111,6594013,El Bosque,https://chilepropiedades.cl/ver-publicacion/venta-usada/el-bosque/casa/pje-uno-158/6594013,Casa,3.0,1.0,1.0,,126.0,85.0,,2400.0,76176000.0,"El Bosque, Pje. Uno 158",Venta Usada,                      Rodrigo Cañas de la Cerda                  ,Rodrigo Cañas de la Cerda Propiedades,28/02/2022
112,6713736,Maipú,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/las-tinajassan-jose/6713736,Casa,5.0,2.0,1.0,No,140.0,140.0,,2741.02,87000000.0,"Maipú, Las tinajas/san josé",Venta Usada,                      Luz Godoy Propiedades                  ,Luz Godoy Propiedades,01/04/2022
113,6724223,Ñuñoa,https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/nunoa-region-metropolitana/6724223,Casa,3.0,,,No,45.0,85.0,,6100.0,193614000.0,"Ñuñoa, Ñuñoa, Región Metropolitana",Venta Usada,                      Ricardo Pardo                  ,Todo Propiedades,02/04/2022
114,6819119,Puente Alto,https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/lomas-del-viento-216/6819119,Casa,3.0,1.0,1.0,,157.0,66.0,2010.0,3150.0,99981000.0,"Puente Alto, Lomas del Viento 216",Venta Usada,                      ARSEN INVERSIONES SpA                  ,Arsen Propiedades,31/03/2022
115,6558073,San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/a-5-minutos-del-mall-plaza-sur/6558073,Casa,3.0,3.0,2.0,No,163.0,87.0,,4890.0,155208600.0,"San Bernardo, A 5 minutos del Mall Plaza Sur",Venta Usada,                      Portal Clave                  ,Unne,03/04/2022
116,6789949,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/portezuelo-del-volcan/6789949,Casa,3.0,2.0,1.0,,,,,4347.83,138000000.0,"Santiago, Portezuelo del Volcán",Venta Usada,                      Patricia Navarro                  ,Enfoque Propiedades,01/04/2022
117,6830894,Maipú,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/german-garces/6830894,Casa,3.0,2.0,1.0,,152.0,100.0,,4410.84,140000000.0,"Maipú, German Garcés",Venta Usada,                      AKasa Propiedades                  ,,02/04/2022
118,6186893,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/camino-san-antonio-230/6186893,Casa,5.0,4.0,,No,900.0,300.0,,29700.0,942678000.0,"Las Condes, Camino san Antonio 230",Venta Usada,                      Monopoli Inversiones                  ,Unne,31/03/2022
119,6457718,La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/p-los-sauces-8426/6457718,Casa,3.0,2.0,2.0,,223.0,64.2,1994.0,5513.55,175000000.0,"La Florida, P.º Los Sauces 8426",Venta Usada,                      Maria Teresa  Astorga                  ,,28/02/2022
120,6791067,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/pie-andino/6791067,Casa,3.0,2.0,1.0,,,,,4725.9,150000000.0,"Santiago, Pie andino",Venta Usada,                      Patricia Navarro                  ,Enfoque Propiedades,01/04/2022
121,6618683,Pudahuel,https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/pudahuel-region-metropolitana/6618683,Casa,3.0,3.0,6.0,No,510.0,126.0,,9924.39,315000000.0,"Pudahuel, Pudahuel, Región Metropolitana",Venta Usada,                      IGNACIO GANDARILLAS                  ,MIG PROPIEDADES,02/04/2022
122,5172676,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/los-dominicos-excelente-sector/5172676,Casa,3.0,2.0,2.0,No,290.0,125.0,,11499.68,365000000.0,"Las Condes, Los Dominicos, excelente sector",Venta Usada,                      Casanova Propiedades                  ,Unne,31/03/2022
123,6624576,Cerrillos,https://chilepropiedades.cl/ver-publicacion/venta-usada/cerrillos/casa/diputado-angel-fantuzzi/6624576,Casa,6.0,3.0,,No,125.0,90.0,,5198.49,165000000.0,"Cerrillos, Diputado Angel Fantuzzi",Venta Usada,                      Sogno Propiedades                  ,Unne,03/04/2022
124,6666775,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/ciudad-del-sol/6666775,Casa,4.0,3.0,1.0,,128.0,96.0,,4600.0,146004000.0,"Santiago, Ciudad del Sol",Venta Usada,                      Patricia Navarro                  ,Enfoque Propiedades,01/04/2022
125,5111303,Maipú,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/inca-de-oroagua-santa/5111303,Casa,5.0,1.0,,No,61.0,72.0,,2110.9,67000000.0,"Maipú, Inca de oro/Agua Santa",Venta Usada,                      Luz Godoy Propiedades                  ,Luz Godoy Propiedades,02/04/2022
126,6714362,Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/san-ignasio-de-loyola-2/6714362,Casa,4.0,2.0,1.0,No,68.0,55.0,,2205.42,70000000.0,"Quilicura, san ignasio de loyola 2",Venta Usada,                      Pozo y Maturana Propiedades                  ,Mi Llave,31/03/2022
127,5043539,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/cerrillos/5043539,Casa,4.0,1.0,1.0,,105.0,100.0,2000.0,2110.9,67000000.0,"Santiago, Cerrillos",Venta Usada,                      Felipe Muñoz                  ,Intermedia Propiedades,26/02/2022
128,6790850,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/santa-teresita/6790850,Casa,4.0,3.0,2.0,,130.0,180.0,,4725.9,150000000.0,"Santiago, Santa Teresita",Venta Usada,                      Patricia Navarro                  ,Enfoque Propiedades,01/04/2022
129,6623397,Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/las-condes-region-metropolitana/6623397,Casa,5.0,1.0,2.0,No,160.0,100.0,,4725.9,150000000.0,"Las Condes, Las Condes, Región Metropolitana",Venta Usada,                      Victor Ureta Ponce                  ,Todo Propiedades,03/04/2022
130,6666772,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/alto-pinar/6666772,Casa,3.0,2.0,2.0,,156.0,89.0,,4600.0,146004000.0,"Santiago, Alto pinar",Venta Usada,                      Patricia Navarro                  ,Enfoque Propiedades,01/04/2022
131,6039397,Padre Hurtado,https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/rio-tolten-630/6039397,Casa,3.0,1.0,,No,325.0,70.0,,3780.72,120000000.0,"Padre Hurtado, Rio Tolten 630",Venta Usada,                      Corredora Palma Fuentes                  ,Unne,02/04/2022
132,6342739,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/virreinato-19/6342739,Casa,5.0,5.0,,No,189.0,178.0,,10081.92,320000000.0,"Santiago, Virreinato 19",Venta Usada,                      Corredora Palma Fuentes                  ,Unne,31/03/2022
133,6508640,La Reina,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/bramantejulio-montebruno/6508640,Casa,3.0,2.0,1.0,No,123.0,76.0,,7561.44,240000000.0,"La Reina, Bramante/Julio Montebruno",Venta Usada,                      Luz Godoy Propiedades                  ,Luz Godoy Propiedades,02/04/2022
134,5874058,Lampa,https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/lampa-region-metropolitana/5874058,Casa,5.0,2.0,2.0,No,700.0,140.0,,3938.25,125000000.0,"Lampa, Lampa, Región Metropolitana",Venta Usada,                      Agente Propiedades                  ,Agente Propiedades,31/03/2022
135,4002547,Quinta Normal,https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/radal/4002547,Casa,4.0,3.0,8.0,,1250.0,280.0,1960.0,28000.0,888720000.0,"Quinta Normal, Radal",Venta Usada,                      Luisa                  ,,25/02/2022
136,6790560,Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/avinon/6790560,Casa,3.0,3.0,2.0,,137.0,88.0,,4568.37,145000000.0,"Santiago, Aviñon",Venta Usada,                      Patricia Navarro                  ,Enfoque Propiedades,01/04/2022
137,5781571,San Ramón,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-ramon/casa/casa-2-pisos-en-la-bandera/5781571,Casa,4.0,2.0,,No,170.0,145.0,,2520.48,80000000.0,"San Ramón, Casa 2 Pisos en La Bandera",Venta Usada,                      Corretajes Prosal Ltda.                  ,Corretajes Prosal,03/04/2022
138,3589486,Maipú,https://chilepropiedades.cl/ver-publicacion/venta-usada/maipu/casa/villa-el-golf-metro-las-parcelas/3589486,Casa,3.0,1.0,1.0,,70.0,,1997.0,2615.0,83000000.0,"Maipú, Villa El Golf, metro Las Parcelas",Venta Usada,                      Silvana Guillen                  ,Silvana Guillen Propiedades,01/04/2022
139,6560088,La Pintana,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-pintana/casa/a-pasos-de-avenida-san-francisco/6560088,Casa,2.0,1.0,,No,162.0,70.0,,2425.96,77000000.0,"La Pintana, A pasos de Avenida San Francisco",Venta Usada,                      Castro Propiedades                  ,Unne,02/04/2022
140,5696675,San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/san-bernardo-region-metropolitana/5696675,Casa,4.0,1.0,2.0,No,205.0,205.0,,3686.2,117000000.0,"San Bernardo, San Bernardo, Región Metropolitana",Venta Usada,                      Victor Piña Propiedades                  ,Víctor Piña Propiedades,31/03/2022
141,6556782,Colina,https://chilepropiedades.cl/ver-publicacion/venta-usada/colina/casa/jose-rabat-9200/6556782,Casa,4.0,3.0,,No,460.0,164.0,,15000.0,476100000.0,"Colina, jose rabat 9200",Venta Usada,                      DLF Propiedades                  ,Unne,31/03/2022
